,Recommended,Review,count_exc,Polarity
22825,1,purchased got name accurate sleeves little bottom good makes slenderizing frumpy soft made,0,0.40125
22826,0,great cute aesthetic great broad slim short exacerbated,0,0.310416667
22827,1,slenderizing found flattering feel nyc fit great looked great straight made thin thankful bought fabulous,1,0.385714286
22831,1,nice tunic nice tunic structured helps hold alternate super,0,0.376190476
22832,1,large neutral tried noticed nice runs large large due sleeve,0,0.150099206
22833,1,oversized beautiful gorgeous arranged catching agree uno look wearing cedarneutral oversized fine ordered cardigan large overall soft,0,0.311904762
22834,1,tamed tamed unique hot dropped need drowning looks great belted purchased,2,0.3125
22835,1,love bought looks great makes tailored feminine flashy,1,0.34
22836,1,special entering local decided broad fitted go loosefit expect loosefitting tried big causing much tried,0,0.116205357
22837,1,ready received lbs hitting elegant muted collar french give extra comes little slip tried suede adorable ready,3,0.239015152
22838,1,got blue striped xs little stretched comfortable good,0,0.323214286
22839,1,much enough past make casual fit bought extra small goes past,0,-0.073333333
22840,1,expected great cant,2,0.35
22841,1,got ive high silky true flattering thin regular maeve xsp looks good wide colored crocheted,0,0.296363636
22842,1,elegant flattering bought gives looking,2,0.533928571
22843,1,busty difficult wearing flattering narrow thin makes great want ordered regular small goes want petite,2,0.08
22844,0,huge ordered perfect falling sleeping huge,4,0.3875
22845,1,great pale pink sweet know saying large believe meant oversized true boxy short super soft,1,0.187275132
22846,1,makes young love soft pink shade large designed fit new,1,0.244516595
22848,1,beautiful happy bought usual perfect gorgeous thrilled,0,0.561111111
22849,0,bad bought saw much got chesty excited,0,-0.054166667
22850,1,transitional looking wearing made adds nice basic sure sizes regular huge ordered keeping blue,0,0.25
22851,0,big mentioned large ordered small right shaped found large high overall unflattering worked wanted soft goes,0,0.150586081
22852,1,wanted yellow much,0,0.1
22853,1,super,0,0.388888889
22855,1,chic comfortable,0,0.416666667
22856,0,short looks old fit grown make,0,0.142857143
22857,1,pictured pictured ordered large felt true see good regular unique nice soft good received many simple,0,0.396428571
22858,1,flattering lightweight bought lightweight little large sized usual made natural unbuttoned cropped,0,-0.030803571
22859,1,lbs lightweight flattering bought,1,0.475
22860,1,perfect received perfect romantic slim online think cut said,3,0.2875
22861,1,great works many petite,0,0.458928571
22862,0,boxy unflattering boxy soft went,0,0.233333333
22863,1,sizing great endowed small flowy bad sizing,2,0.1625
22864,1,wanted first saw small small fit sized looks flattering adds sure washing beautiful considering buying different,1,0.209090909
22866,0,made made girl compelled reviews,0,0.016666667
22867,1,ive searching high low flattering comfortable turned perfect fit true tapered widen great rolled left linen soft elastic see ordered,5,0.236428571
22868,1,great antijean hot nice lightweight reaching seems hot little poufy makes cinchable expect stretchingsagging full walking moving sitting bought second got navy went,2,0.27625
22869,1,big ordered red petite short shipped thought said petite actual regular huge reordered waiting regular switched,0,0.055555556
22870,1,great tried regular great overall petite toned gorgeous,0,0.4125
22871,1,elegant stopped walking thru comfortable make smile elegant elegant,0,0.3675
22872,1,great pant tested taking sitting couch several soft ordering hoping available,0,0.18
22873,0,going downhill look nice comfortable surprised bought thought give worn huge disintegrated extra full,2,0.076136364
22874,1,soft stylish fabulous think small wrong soft comfortable evening looks great jean terrific,2,0.176388889
22875,1,buy finding proper runs large weighing ordered petite stated small petite little perfect worn petite entire original many come made,11,0.284752747
22876,1,flattering darling ordered navy darling flattering small based said small blousy making modest small worked fine feel navy,0,0.025378788
22877,1,beautiful bought flattering great supposed thick soft made flattering perfect comes picture true,5,0.361111111
22878,1,ordered little small good uncomfortable returned unique good,0,0.094642857
22879,1,perfect rare works found figured rare flattering look xls sized great lightweight go,0,0.407142857
22880,1,gorgeous stunning visible runs small ordered lined bought pleased,1,0.2
22881,1,perfect flattering took stating large attracted natural holds small ordered xs layered soft rounded short peeked,3,0.369480519
22882,1,great ive looking comfortable comfortable thin loose fit say run big found tiny bought,0,0.064423077
22883,1,love bought gray imo greenish wide said tends purchased small typical seems run large giving said comfortable,1,0.129761905
22884,1,fabulous fabulous fabulous comfortable practical flattering worn makes easy tearing wearing small,0,0.410416667
22885,0,loved huge wide nice returned,0,0.238095238
22886,1,great priced made soft perfect traveling hiking elastic,0,0.378571429
22887,1,beautiful romantic gorgeous made fit perfect stunning go charming,1,0.59375
22888,0,large boxy good concur large boxy makes,0,0.105714286
22889,1,great ordered small went xs keeping worn casual dressed made affordable regular,0,0.219444444
22890,1,amazing ordered large neckline good broad comes knee think looking gorgeous seem run big,0,0.308482143
22891,1,gorgeous purchased,1,0.6
22892,1,love looking casual able small run large perfect dressed comfortable looks trying,2,0.251785714
22893,1,beautiful bought receiving worried sizing high worked ordered petite perfect expected,2,0.259809524
22894,0,loved detailing big said looked ordered small,0,0.26
22896,1,glad went loved slim went navy happy ruffled flirty goes say true short large looked baggy fitted,3,0.306746032
22897,0,large loved large pearshaped purchased regular given stated large sure going,0,0.180952381
22898,1,fabulous looking substantial nice gorgeous large purchased perfect,1,0.401587302
22899,1,large bummed great nice soft red red ordered small dressed huge mismarked labeled small,2,0.194688645
22900,1,beautiful unusual attracted supposed comfortable nice flattering bought,0,0.255
22901,1,made beautiful die,0,0.55
22902,0,good shaped agree shaped unflattering beautiful much going,0,0.27
22903,1,beautiful unique amazing deep seems good flattering much becoming unflattering certain,0,0.483791209
22904,0,small beautiful fresh subtle nice looking said small try felt fit great,0,0.241865079
22906,1,nice wrong beautiful made made thick heavy unflattering short large made boxy returning,0,0.018253968
22908,1,pattern stunning runs small returned ordered,0,0.2625
22909,1,ordered much,0,0.4
22910,1,made found ran large small seemed ended returning small right wide short found single spots local able kept,2,0.2
22911,1,ordered navy large sized looked fitted good covered waist elastic concerned young looking,0,0.320535714
22912,1,want printed thin,0,0.133333333
22913,1,great wanted returned appropriate large forgiving thought blue little,1,0.165848214
22914,1,beautiful wore got many true,0,0.55
22915,1,perfect great soft substantial comfortable bought grey perfect neutral deep added purchased small,2,0.354166667
22916,1,gorgeous similar getting ladybugs beading think get lovely nice,1,0.310714286
22917,1,darling small helpful long lean broad shouldered ordered snug ive exchanged pictured red light take,0,0.052083333
22918,1,little cropped great neckline stylishthese ive looking long went wide oversized went grey loving much,5,0.173863636
22919,1,bought loved bought burgundy nice,0,0.47
22920,1,large large comfortable,0,0.238988095
22922,1,getting second ordered olive thinking ordering next great goes recommend struggled ordering,2,0.328571429
22923,1,short loved short last reached id worked cropped wish new favorite great sure,0,0.30719697
22924,1,beautiful blue coral nice runs small come small,0,0.14375
22925,1,great nice comfortable thin easy dressy elastic run large,0,0.273346561
22926,1,stunning stunning curvy mixed gorgeous got going finish zipping sad tried able go,6,0.3
22927,1,perfect bought burnt loved found many said comfortable perfect,0,0.658333333
22929,1,love bought large wide got medium little snug wearing loosened think get,2,0.140848214
22930,1,gorgeous simple stunning seems true got hint wish much straight purchased small,0,0.311111111
22931,1,love soft inspired purchased got many,3,0.33034188
22934,1,love bought local made yarn blue seem due weave metallic know written toyed due negative bought extra small small,2,-0.023076923
22935,1,stunning much felt baggy petite sizing gorgeous beading accenting different,0,0.39047619
22936,1,love supposed loose purchased see fit height appropriate short paired navy new blue pendant navy navy great,1,0.210905761
22937,0,poor ive made available ordered arrived going beautiful beaded low executed,0,0.161111111
22939,0,terrible caught single free came ordered large stunning attractive felt wearing put,2,0.107857143
22940,0,tight looking went usual tight uncomfortable ordered pink looks nice cheap beading looked used beaded added,0,0.065873016
